lt,naics,act,emp,ivch,ebitda,sale,ceq,oibdp,dp,dlc,dvt,ppent,invt,ivst,seq,capx,at,gind,lct,cogs,ebit,ggroup,fyear,xrd,gvkey,isin,che,fincf,datadate,revt,loc,ib,rect,dltt,xsga,conm,gsubind,xint,gsector,oancf,sic,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,operating_margin,gross_margin,roc,current_ratio,quick_ratio,cash_ratio,cash_ratio_enhanced,working_capital_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,interest_coverage,net_debt_to_ebitda,debt_to_assets,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,capital_intensity,working_capital_turnover,inventory_turnover,asset_quality,capex_to_revenue,capex_to_depreciation,fcf,fcf_margin,reinvestment_rate,cash_conversion,financial_leverage,rnd_intensity,dividend_payout_ratio,retention_ratio,revenue_growth,asset_growth,employee_growth,fcf_growth,capex_growth,margin_trend,leverage_trend,capex_trend,fcf_trend,margin_volatility,leverage_volatility,cf_to_assets,cashflow_volatility,margin_consistency,growth_quality,ebitda_outlier,ebit_outlier,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,operating_margin_outlier,gross_margin_outlier,roc_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,cash_ratio_enhanced_outlier,working_capital_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,interest_coverage_outlier,net_debt_to_ebitda_outlier,debt_to_assets_outlier,asset_turnover_outlier,revenue_per_employee_outlier,receivables_turnover_outlier,days_sales_outstanding_outlier,capital_intensity_outlier,working_capital_turnover_outlier,inventory_turnover_outlier,asset_quality_outlier,capex_to_revenue_outlier,capex_to_depreciation_outlier,fcf_outlier,fcf_margin_outlier,reinvestment_rate_outlier,cash_conversion_outlier,financial_leverage_outlier,rnd_intensity_outlier,dividend_payout_ratio_outlier,retention_ratio_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,fcf_growth_outlier,capex_growth_outlier,margin_trend_outlier,leverage_trend_outlier,capex_trend_outlier,fcf_trend_outlier,margin_volatility_outlier,leverage_volatility_outlier,cashflow_volatility_outlier,margin_consistency_outlier,growth_quality_outlier,years_available,latest_year,cluster,cluster_name
4678.726,515210.0,229.793,3.021,,1429.175,2631.54,-525.588,1429.175,570.733,155.399,,3231.179,33.858,0.0,-525.588,417.469,4153.164,502010.0,1763.21,512.873,858.442,5020.0,2020.0,20.234,104357,DE000KD88880,1.933,-774.186,2021-03-31,2631.54,DEU,534.523,177.121,2589.29,734.662,KABEL DEUTSCHLAND HOLDING AG,50201030.0,73.101,50.0,1267.322,4841.0,20.669590702413874,-101.7000007610524,32.62127879492617,54.30945377991594,20.312174620184383,54.30945377991594,80.51053755595584,41.597187966091994,0.13032650676890445,0.11112402946897987,0.001096295960208937,0.001096295960208937,-36.921657801136675,-4.926463313469866,-5.222130261725915,-12.655122696816209,112.65449666808244,11.743231966730962,1.919118372487624,66.08669920089841,0.6336229438567801,871.082423038729,14.857300941164514,24.567046292285127,122.78661924196479,,15.147764191623844,4.3112672651501365,15.864056788040463,0.7314611210495977,849.8529999999998,32.29489196440107,32.94103629543242,147.63047474377998,,0.7689033797700207,0.0,100.0,3.383981481917986,-1.4404597396735608,-5.059710873664358,35.373472404521245,-2.201622519426427,1.0855360562517546,-0.5214025199937786,-1.3064711510114162,1.6733753246814624,3.7063329177757907,1.418678577261145,30.514614881569806,3.6471205110281133,0.5146961303863442,0.3530826581344067,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8,True,2,High Performers
1484.826,518210.0,269.639,4.182,,433.317,1560.301,158.616,433.317,111.383,14.368,,309.976,0.054,0.993,158.616,76.872,1643.586,451020.0,360.112,689.849,321.934,4510.0,2024.0,,355804,DE000A3E00M1,31.173,-279.366,2024-12-31,1560.301,DEU,169.666,202.642,1070.865,425.527,IONOS GROUP SE,45102030.0,24.012,45.0,386.803,7370.0,19.58729266372432,106.96651031421797,20.632813796825104,27.771372318546234,10.873927530649535,27.771372318546234,55.78744101298403,26.18454453545846,0.748764273337184,0.7486143199893367,0.08656473541564845,0.08932221086773003,-5.5046100417015,6.751305038583749,6.841888586271246,9.650605444436739,90.34063322515524,13.407213060136598,2.4325378418109604,66.02836724089886,0.9493272636783229,373.09923481587754,7.699790764007461,47.4038855323428,19.866423209367937,,12774.981481481482,14.225906037165077,4.926741699197783,0.6901591804853524,309.931,19.863539150458788,19.873682468853655,120.14978225350536,10.36204418217582,,0.0,100.0,9.592171009472272,2.9644827143362695,-4.170485792850586,33.133588491260646,-5.908273051077739,-0.3682413121916899,-29.924378341048133,-0.552064089903569,2.1330384601756167,2.0671587018981805,163.58876286179517,23.534089484821603,5.675463328849005,0.14808946354942037,-0.6071737893549983,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,7,True,2,High Performers
969.856,511210.0,134.323,,7.45,252.54,671.422,100.485,252.54,46.169,115.49,,41.457,0.237,0.0,100.485,3.201,1070.341,451030.0,547.954,34.665,206.371,4510.0,2024.0,79.95,333885,DE000A2YN900,55.265,-254.393,2024-12-31,671.422,DEU,123.081,36.257,329.143,284.278,TEAMVIEWER SE,45103010.0,14.724,45.0,249.178,7372.0,19.280864696391152,122.48693834900732,30.73640720738969,37.612708549913464,18.331392179583034,37.612708549913464,94.83707712883998,48.034811511354015,0.24513554057457382,0.24470302251648865,0.10085700624504977,0.10085700624504977,-38.64478703515982,3.275543613474648,4.424869383490073,9.388129577396363,90.61187042260364,14.015960336864984,1.541807238457274,41.541247135258764,0.6272972818942749,,18.518410238023005,19.710115247936468,6.174507239858093,,146.26582278481013,8.550732897272924,0.4767493469085017,0.0693322359158743,245.977,36.63523089800454,1.2846238431964299,120.74274001676591,10.651749017266258,11.907563350620027,0.0,100.0,7.13799029502673,-3.70587288006744,,8.585693600791068,-4.075516931375489,2.123393221414488,1.4774174578854269,-0.08060112468838011,-5.029500080864851,15.042714857597067,4.9609845578420115,23.280244333347973,5.376025306526689,0.14944096730055284,0.2325696354778396,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,9,True,2,High Performers
640.157,519130.0,119.003,1.066,1.759,301.86,588.798,1432.336,301.86,47.073,162.761,95.6,54.2,0.0,1.649,1432.336,0.884,2072.493,502030.0,261.963,142.932,254.787,5020.0,2024.0,43.059,317079,DE000A12DM80,57.125,-171.725,2024-12-31,588.798,DEU,162.104,52.84,41.794,65.891,SCOUT24 SE,50203010.0,5.073,50.0,257.017,7370.0,12.293744779837617,11.31745623931815,43.27239562634384,51.267157836813304,27.53134351679184,51.267157836813304,75.7247816738508,17.28388948057498,0.45427407687345156,0.45427407687345156,0.21806514660467316,0.22435992869221988,-6.897972634889481,0.029178907742317444,0.14281216139229902,69.11174127005496,30.88825872994505,50.224127735068,0.4884052209633605,9.8699971483619,0.28410132145199046,552.343339587242,11.143035579106737,32.75588571972052,9.20519431112198,,,5.305928656936357,0.15013637953933268,0.018779342723004695,256.133,43.500996946321145,0.34394612029554467,100.8752408874864,1.4469321444130427,7.313034351339508,58.97448551547154,41.02551448452846,10.702118538907568,2.628435773942339,1.0426540284360408,27.904700553799433,20.108695652173925,2.7933164819655585,-0.07479711518675228,-0.08761913702092726,0.9961506824352137,11.444048391748495,0.30555334563971004,12.401344660753981,2.909322990334067,0.6553504498423376,0.5786809364117763,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,High Performers
4078.689,325412.0,2245.783,11.667,,811.538,3734.843,1087.889,811.538,213.842,25.363,,448.143,1098.103,116.314,1087.889,97.426,5237.176,352020.0,2607.51,1771.527,597.696,3520.0,2023.0,114.627,214700,DE0007251803,308.001,-275.677,2023-12-31,3734.843,DEU,342.446,782.005,1198.796,1058.977,STADA ARZNEIMITTEL AG,35202010.0,205.643,35.0,543.299,2834.0,11.412562801021007,31.478027629657074,16.00324297433654,21.728838400971608,9.168953018908695,21.728838400971608,52.5675644197092,26.13809947587884,0.8612749327902864,0.4401440454686654,0.11812073587445492,0.16272804322898088,-6.906909372532072,1.1019469817233194,1.1252609411438117,20.772435373567735,77.87954806177984,2.906473840587815,1.12891571312742,23.374410178309837,0.7131406315159161,320.1202537070369,4.775983529517075,76.42404915012492,11.998978270304802,,1.6132612332358622,20.812857921902943,2.6085701594417756,0.45559805837955125,445.873,11.938199276381898,17.932298789432707,90.89888505193274,4.814072023892145,3.069124994009119,0.0,100.0,-1.6423650330361195,-9.002933631538369,-11.499658651293332,-32.92691915993365,31.96169526879682,0.31611864846724946,0.05140329990559522,0.028396379328935132,0.5169261219865164,1.9875906892154203,0.6409153663650177,10.373892341979722,1.8116481283432762,0.23187704907908258,0.16562072164804803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,True,2,High Performers
1857.8,517312.0,818.1,3.196,,524.471,2502.3,1489.2,524.471,145.016,273.1,,330.81,46.7,0.0,1489.2,43.7,3342.0,501020.0,1149.5,1736.329,379.455,5010.0,2024.0,23.308,205934,DE000A0Z2ZZ5,181.6,-306.6,2024-12-31,2502.3,DEU,297.6,426.55,424.0,115.0,FREENET AG,50102010.0,29.026,50.0,370.7,4812.0,11.354129263913823,19.983883964544724,15.16424889102026,20.95955720736922,11.893058386284618,20.95955720736922,30.610678176078014,19.833524984319464,0.7117007394519357,0.6710743801652892,0.1579817311874728,0.1579817311874728,-9.916217833632555,0.284716626376578,0.46810367982809564,44.56014362657092,55.58946738479952,13.072934610349341,0.9828951457754576,20.858767205266307,0.7487432675044884,782.9474342928661,5.866369710467707,62.21905846621108,13.220237381608918,,37.180492505353314,18.197187312986234,1.7463933181473046,0.30134605836597345,327.0,13.067977460736122,11.788508227677369,97.69274354007722,2.244157937147462,0.9314630539903288,0.0,100.0,-5.6376800663700095,-2.134762364930165,-13.387533875338754,-4.497663551401865,-21.402877697841728,0.23416359208551413,-0.032451088795577857,0.0942780207374616,0.4941639748726735,2.497609395369671,0.4815695622178052,11.092160383004188,1.64079002328772,0.09669018461985812,0.7530993208542217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,High Performers
28314.0,513210.0,21401.0,109.121,,9422.0,34176.0,45440.0,9422.0,1280.0,3433.0,2741.0,4337.0,0.0,1478.0,45440.0,797.0,74122.0,451030.0,19079.0,7884.0,8142.0,4510.0,2024.0,6603.0,103487,DE0007164600,11087.0,-3412.0,2024-12-31,34176.0,DEU,3124.0,7828.0,6720.0,10276.0,SAP SE,45103010.0,545.0,45.0,5220.0,7372.0,10.984592968349478,6.875000000000001,23.82373595505618,27.569054307116104,9.140917602996254,27.569054307116104,76.9311797752809,15.609662576687116,1.1217044918496777,1.1217044918496777,0.5811101210755281,0.658577493579328,3.132673160465179,0.14788732394366197,0.2234375,61.30433609454683,38.199185127222684,14.939449541284404,-0.09912969645510507,13.697687596125308,0.4610776827392677,313.19361076236476,4.365866121614716,83.60311329588015,12.690191947565543,14.718346253229974,,25.518739375623973,2.3320458801498125,0.62265625,4423.0,12.941830524344569,15.268199233716476,64.1120117907148,1.631205985915493,19.32057584269663,87.74007682458387,12.259923175416134,9.513891114173113,8.468573937221047,1.411683797698915,-20.263205336217773,1.5286624203821653,-0.4645395458999519,-0.018145112819190283,-0.2241374508052263,0.1373582371713566,2.746373490621218,0.12476026092883238,7.042443539030248,1.930148409512513,0.31471603455531205,-0.4500436442306867,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,High Performers
1455.804,456130.0,545.615,20.221,,462.931,2264.116,899.131,462.931,211.838,406.664,96.6,1001.027,259.32,7.394,899.131,79.716,2368.947,255040.0,846.714,455.587,251.093,2550.0,2024.0,,204820,DE0005772206,101.683,-44.269,2024-12-31,2264.116,DEU,152.108,151.336,467.188,1035.488,FIELMANN GROUP AG,25504040.0,41.865,25.0,410.093,3851.0,10.599350681969668,16.917223407934994,11.090111990728388,20.446434723309228,6.71820701766164,20.446434723309228,79.87793028272404,18.37733355094967,0.6443911403378236,0.3381247977475275,0.12009131772948127,0.1288239003961196,-12.710246366845693,0.5195994799422998,0.9718850757008711,37.954880375120254,61.453633196521494,5.997683028782992,1.6680001987337205,36.887781786591255,0.9557478491498543,111.96854754957717,14.960855315324839,24.397000860379947,44.21270818279629,,1.7568525374055222,10.680652627517627,3.520844338364289,0.37630642283254184,330.377,14.591876034620135,19.438517604543357,163.32315118302782,2.634707289594064,,63.50750782338864,36.49249217661136,14.983444044934702,19.249541666792513,23.389065169636304,66.18895752429626,-5.087570991439372,-1.0244609249876622,0.10100085972834867,0.11005620800271869,0.2189692028739411,3.8098689071109475,0.3591593367234257,17.31119353873261,4.742164496181577,0.7953593973621308,0.38282161701463385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,High Performers
4516.0,325620.0,6441.0,22.791,,1671.0,9850.0,8475.0,1671.0,315.0,114.0,223.0,2719.0,1612.0,1296.0,8475.0,437.0,13011.0,303020.0,3696.0,3775.0,1356.0,3030.0,2024.0,354.0,100083,DE0005200000,2503.0,-1029.0,2024-12-31,9850.0,DEU,912.0,2042.0,0.0,4076.0,BEIERSDORF AG,30302010.0,45.0,30.0,1231.0,2844.0,10.42195065713627,10.761061946902654,13.766497461928934,16.96446700507614,9.258883248730964,16.96446700507614,61.6751269035533,16.0,1.7426948051948052,1.306547619047619,0.6772186147186147,1.0278679653679654,21.097532856813466,0.0,0.013451327433628318,65.13719160710168,34.70909230650987,30.133333333333333,-1.4296828246558946,0.8761816924141111,0.7570517254630698,432.18814444298187,4.823702252693438,75.66802030456853,27.604060913705585,3.588342440801457,2.3418114143920596,34.931980631773115,4.436548223350254,1.3873015873015873,794.0,8.060913705583756,35.49959382615759,90.78171091445427,1.535221238938053,3.5939086294416245,24.451754385964914,75.54824561403508,4.265904519953434,3.024784226779631,3.7936059750432793,87.26415094339623,-15.473887814313347,-0.15217338384611181,0.001411245399574809,0.19141476229111393,-0.09660360856517004,0.969901098575644,0.020856717844209276,9.461225117208516,2.0022533568888843,0.2707791238919422,0.011869084333577692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,High Performers
11420.0,334413.0,9793.0,58.065,10.0,4828.0,14955.0,17219.0,4828.0,1865.0,573.0,455.0,6476.0,3990.0,395.0,17219.0,2432.0,28639.0,453010.0,5146.0,6760.0,2963.0,4530.0,2024.0,2558.0,132740,DE0006231004,2201.0,-615.0,2024-09-30,14955.0,DEU,1780.0,2770.0,4595.0,1412.0,INFINEON TECHNOLOGIES AG,45301020.0,157.0,45.0,2780.0,3674.0,10.346031635182792,10.337417968523143,19.81277164827817,32.283517218321634,11.90237378803076,32.283517218321634,54.79772651287195,13.583020078848445,1.9030314807617568,1.1276719782355227,0.42771084337349397,0.5044694908666926,16.2261252138692,0.26685637958069575,0.300133573378245,60.124306016271525,39.87569398372848,18.872611464968152,0.6145401822700911,18.045322811550683,0.522190020601278,257.55618703177475,5.398916967509026,67.60615178869942,43.3032430625209,3.2182052937378955,1.694235588972431,17.357449631621215,16.262119692410565,1.3040214477211796,348.0,2.3269809428284853,87.4820143884892,93.82382720215998,1.663220860677159,17.10464727515881,25.56179775280899,74.43820224719101,-8.302164449077198,0.70325960828439,-0.8960573476702649,-71.49877149877149,-11.208470244614821,1.045090374696417,0.019441579304853733,0.3902246472647871,0.0763927750024315,4.675615587678315,0.1857166236036557,9.70704284367471,2.8184744444689387,0.5495697063287116,0.034623261573779957,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,High Performers
2884.745,561599.0,2406.091,4.434,,496.411,2808.579,1026.957,496.411,78.081,24.575,159.346,217.881,15.555,229.785,1026.957,142.276,4067.28,502020.0,2497.395,1989.932,418.33,5020.0,2024.0,15.39,234919,DE0005470306,1748.388,-193.853,2024-12-31,2808.579,DEU,318.867,353.584,96.723,309.873,CTS EVENTIM AG & CO KGAA,50202010.0,12.323,50.0,506.419,7990.0,10.285252060344996,31.04969341462203,14.894720782288836,17.67480993057343,11.353321377109207,17.67480993057343,29.148085206077525,37.22857041150505,0.963440304797599,0.9572118147109289,0.7000846882451515,0.7920945625341606,-2.244841761570388,0.09418407976185954,0.11811400087832304,25.249232902578626,70.92565547491198,33.94709080581027,-3.277707383599477,2.982287917232155,0.6905300348144214,633.4188092016238,7.9431733336350065,45.951408167617856,7.757695261553973,,127.92876888460303,51.680041698629054,5.06576457347292,1.822159039971312,364.143,12.965382138084774,28.094522519889658,121.05729926134869,3.960516360470789,0.5479639347869509,49.97255909203523,50.02744090796477,19.08064778728644,27.287902785901608,25.43140028288544,-25.79035857304437,2.04555887078266,-1.5039697320762582,-0.034587777432309216,0.3551110241865341,0.3248755201716945,21.20389538993195,0.2043468968732351,12.451048366475876,8.660978644354024,0.055340053068831774,-0.03791956543392789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11,True,2,High Performers
